None,ticker,date,adj_close
696,WMT,2014-03-28,69.164105341103
697,WMT,2014-03-27,69.282396798732
698,WMT,2014-03-26,69.364290884782
699,WMT,2014-03-25,69.94664883003
700,WMT,2014-03-24,69.846556058191
701,WMT,2014-03-21,69.245999427154
702,WMT,2014-03-20,68.590846738749
703,WMT,2014-03-19,67.680912449299
704,WMT,2014-03-18,68.035786822185
705,WMT,2014-03-17,67.953892736134
706,WMT,2014-03-14,67.589919020354
707,WMT,2014-03-13,68.181376308497
708,WMT,2014-03-12,68.727336882167
709,WMT,2014-03-11,68.172276965602
710,WMT,2014-03-10,67.726409163772
711,WMT,2014-03-07,67.862899307189
712,WMT,2014-03-06,67.700158541465
713,WMT,2014-03-05,67.627829312254
714,WMT,2014-03-04,67.926187382749
715,WMT,2014-03-03,67.01303086396
716,WMT,2014-02-28,67.53741777574
717,WMT,2014-02-27,67.410841624621
718,WMT,2014-02-26,67.609747004951
719,WMT,2014-02-25,66.316862032805
720,WMT,2014-02-24,66.316862032805
721,WMT,2014-02-21,66.108915498823
722,WMT,2014-02-20,66.470561644878
723,WMT,2014-02-19,67.673035080511
724,WMT,2014-02-18,68.107010455776
725,WMT,2014-02-14,68.522903523739
726,WMT,2014-02-13,68.13413391673
727,WMT,2014-02-12,67.772487770676
728,WMT,2014-02-11,67.627829312254
729,WMT,2014-02-10,66.687549332511
730,WMT,2014-02-07,66.67850817886
731,WMT,2014-02-06,65.837680889282
732,WMT,2014-02-05,65.882886657539
733,WMT,2014-02-04,65.75631050642
734,WMT,2014-02-03,65.69302243086
735,WMT,2014-01-31,67.519335468437
736,WMT,2014-01-30,67.582623543997
737,WMT,2014-01-29,66.994948556658
738,WMT,2014-01-28,67.510294314786
739,WMT,2014-01-27,67.040154324915
740,WMT,2014-01-24,67.284265473502
741,WMT,2014-01-23,67.772487770676
742,WMT,2014-01-22,68.125092763079
743,WMT,2014-01-21,68.568109291996
744,WMT,2014-01-17,68.884549669794
745,WMT,2014-01-16,69.399895427922
746,WMT,2014-01-15,70.213599256546
747,WMT,2014-01-14,70.484833866087
748,WMT,2014-01-13,70.059899644472
749,WMT,2014-01-10,70.557163095298
750,WMT,2014-01-09,70.602368863555
751,WMT,2014-01-08,70.367298868619
752,WMT,2014-01-07,70.927850395004
753,WMT,2014-01-06,70.710862707371
754,WMT,2014-01-03,71.108673468031
755,WMT,2014-01-02,71.343743462967
756,TSLA,2016-12-30,213.69
757,TSLA,2016-12-29,214.68
758,TSLA,2016-12-28,219.74
759,TSLA,2016-12-27,219.53
760,TSLA,2016-12-23,213.34
761,TSLA,2016-12-22,208.45
762,TSLA,2016-12-21,207.7
763,TSLA,2016-12-20,208.79
764,TSLA,2016-12-19,202.73
765,TSLA,2016-12-16,202.49
766,TSLA,2016-12-15,197.58
767,TSLA,2016-12-14,198.69
768,TSLA,2016-12-13,198.15
769,TSLA,2016-12-12,192.43
770,TSLA,2016-12-09,192.18
771,TSLA,2016-12-08,192.29
772,TSLA,2016-12-07,193.15
773,TSLA,2016-12-06,185.85
774,TSLA,2016-12-05,186.8
775,TSLA,2016-12-02,181.47
776,TSLA,2016-12-01,181.88
777,TSLA,2016-11-30,189.4
778,TSLA,2016-11-29,189.57
779,TSLA,2016-11-28,196.12
780,TSLA,2016-11-25,196.65
781,TSLA,2016-11-23,193.14
782,TSLA,2016-11-22,191.17
783,TSLA,2016-11-21,184.52
784,TSLA,2016-11-18,185.02
785,TSLA,2016-11-17,188.66
786,TSLA,2016-11-16,183.93
787,TSLA,2016-11-15,183.77
788,TSLA,2016-11-14,181.45
789,TSLA,2016-11-11,188.56
790,TSLA,2016-11-10,185.35
791,TSLA,2016-11-09,190.06
792,TSLA,2016-11-08,194.94
793,TSLA,2016-11-07,193.21
794,TSLA,2016-11-04,190.56
795,TSLA,2016-11-03,187.42
796,TSLA,2016-11-02,188.02
797,TSLA,2016-11-01,190.79
798,TSLA,2016-10-31,197.73
799,TSLA,2016-10-28,199.97
800,TSLA,2016-10-27,204.01
801,TSLA,2016-10-26,202.24
802,TSLA,2016-10-25,202.34
803,TSLA,2016-10-24,202.76
804,TSLA,2016-10-21,200.09
805,TSLA,2016-10-20,199.1
806,TSLA,2016-10-19,203.56
807,TSLA,2016-10-18,199.1
808,TSLA,2016-10-17,193.96
809,TSLA,2016-10-14,196.51
810,TSLA,2016-10-13,200.24
811,TSLA,2016-10-12,201.51
812,TSLA,2016-10-11,200.1
813,TSLA,2016-10-10,200.95
814,TSLA,2016-10-07,196.61
815,TSLA,2016-10-06,201.0
816,TSLA,2016-10-05,208.46
817,TSLA,2016-10-04,211.41
818,TSLA,2016-10-03,213.7
819,TSLA,2016-09-30,204.03
820,TSLA,2016-09-29,200.7
821,TSLA,2016-09-28,206.27
822,TSLA,2016-09-27,205.81
823,TSLA,2016-09-26,208.99
824,TSLA,2016-09-23,207.45
825,TSLA,2016-09-22,206.43
826,TSLA,2016-09-21,205.22
827,TSLA,2016-09-20,204.64
828,TSLA,2016-09-19,206.34
829,TSLA,2016-09-16,205.4
830,TSLA,2016-09-15,200.42
831,TSLA,2016-09-14,196.41
832,TSLA,2016-09-13,196.05
833,TSLA,2016-09-12,198.3
834,TSLA,2016-09-09,194.47
835,TSLA,2016-09-08,197.36
836,TSLA,2016-09-07,201.71
837,TSLA,2016-09-06,202.83
838,TSLA,2016-09-02,197.78
839,TSLA,2016-09-01,200.77
840,TSLA,2016-08-31,212.01
841,TSLA,2016-08-30,211.34
842,TSLA,2016-08-29,215.2
843,TSLA,2016-08-26,219.99
844,TSLA,2016-08-25,220.96
845,TSLA,2016-08-24,222.62
846,TSLA,2016-08-23,224.84
847,TSLA,2016-08-22,222.93
848,TSLA,2016-08-19,225.0
849,TSLA,2016-08-18,223.51
850,TSLA,2016-08-17,223.24
851,TSLA,2016-08-16,223.61
852,TSLA,2016-08-15,225.59
853,TSLA,2016-08-12,225.61
854,TSLA,2016-08-11,224.91
855,TSLA,2016-08-10,225.65
856,TSLA,2016-08-09,229.08
857,TSLA,2016-08-08,226.16
858,TSLA,2016-08-05,230.03
859,TSLA,2016-08-04,230.61
860,TSLA,2016-08-03,225.79
861,TSLA,2016-08-02,227.2
862,TSLA,2016-08-01,230.01
863,TSLA,2016-07-29,234.79
864,TSLA,2016-07-28,230.61
865,TSLA,2016-07-27,228.49
866,TSLA,2016-07-26,229.51
867,TSLA,2016-07-25,230.01
868,TSLA,2016-07-22,222.27
869,TSLA,2016-07-21,220.5
870,TSLA,2016-07-20,228.36
871,TSLA,2016-07-19,225.26
872,TSLA,2016-07-18,226.25
873,TSLA,2016-07-15,220.4
874,TSLA,2016-07-14,221.53
875,TSLA,2016-07-13,222.53
876,TSLA,2016-07-12,224.65
877,TSLA,2016-07-11,224.78
878,TSLA,2016-07-08,216.78
879,TSLA,2016-07-07,215.94
880,TSLA,2016-07-06,214.44
881,TSLA,2016-07-05,213.98
882,TSLA,2016-07-01,216.5
883,TSLA,2016-06-30,212.28
884,TSLA,2016-06-29,210.19
885,TSLA,2016-06-28,201.79
886,TSLA,2016-06-27,198.55
887,TSLA,2016-06-24,193.15
888,TSLA,2016-06-23,196.4
889,TSLA,2016-06-22,196.66
890,TSLA,2016-06-21,219.61
891,TSLA,2016-06-20,219.7
892,TSLA,2016-06-17,215.47
893,TSLA,2016-06-16,217.93
894,TSLA,2016-06-15,217.7
895,TSLA,2016-06-14,214.96
896,TSLA,2016-06-13,217.87
897,TSLA,2016-06-10,218.79
898,TSLA,2016-06-09,229.36
899,TSLA,2016-06-08,235.52
900,TSLA,2016-06-07,232.34
901,TSLA,2016-06-06,220.68
902,TSLA,2016-06-03,218.99
903,TSLA,2016-06-02,218.96
904,TSLA,2016-06-01,219.56
905,TSLA,2016-05-31,223.23
906,TSLA,2016-05-27,223.04
907,TSLA,2016-05-26,225.12
908,TSLA,2016-05-25,219.58
909,TSLA,2016-05-24,217.91
910,TSLA,2016-05-23,216.22
911,TSLA,2016-05-20,220.28
912,TSLA,2016-05-19,215.21
913,TSLA,2016-05-18,211.17
914,TSLA,2016-05-17,204.66
915,TSLA,2016-05-16,208.29
916,TSLA,2016-05-13,207.61
917,TSLA,2016-05-12,207.28
918,TSLA,2016-05-11,208.96
919,TSLA,2016-05-10,208.69
920,TSLA,2016-05-09,208.92
921,TSLA,2016-05-06,214.93
922,TSLA,2016-05-05,211.53
923,TSLA,2016-05-04,222.56
924,TSLA,2016-05-03,232.32
925,TSLA,2016-05-02,241.8
926,TSLA,2016-04-29,240.76
927,TSLA,2016-04-28,247.71
928,TSLA,2016-04-27,251.47
929,TSLA,2016-04-26,253.74
930,TSLA,2016-04-25,251.82
931,TSLA,2016-04-22,253.75
932,TSLA,2016-04-21,248.29
933,TSLA,2016-04-20,249.97
934,TSLA,2016-04-19,247.37
935,TSLA,2016-04-18,253.88
936,TSLA,2016-04-15,254.51
937,TSLA,2016-04-14,251.86
938,TSLA,2016-04-13,254.53
939,TSLA,2016-04-12,247.82
940,TSLA,2016-04-11,249.92
941,TSLA,2016-04-08,250.07
942,TSLA,2016-04-07,257.2
943,TSLA,2016-04-06,265.42
944,TSLA,2016-04-05,255.47
945,TSLA,2016-04-04,246.99
946,TSLA,2016-04-01,237.59
947,TSLA,2016-03-31,229.77
948,TSLA,2016-03-30,226.89
949,TSLA,2016-03-29,230.13
950,TSLA,2016-03-28,230.26
951,TSLA,2016-03-24,227.75
952,TSLA,2016-03-23,222.58
953,TSLA,2016-03-22,234.24
954,TSLA,2016-03-21,238.32
955,TSLA,2016-03-18,232.74
956,TSLA,2016-03-17,226.38
957,TSLA,2016-03-16,221.93
958,TSLA,2016-03-15,218.34
959,TSLA,2016-03-14,215.15
960,TSLA,2016-03-11,207.5
961,TSLA,2016-03-10,205.18
962,TSLA,2016-03-09,208.72
963,TSLA,2016-03-08,202.6
964,TSLA,2016-03-07,205.29
965,TSLA,2016-03-04,201.04
966,TSLA,2016-03-03,195.74
967,TSLA,2016-03-02,188.34
968,TSLA,2016-03-01,186.35
969,TSLA,2016-02-29,191.93
970,TSLA,2016-02-26,190.34
971,TSLA,2016-02-25,187.43
972,TSLA,2016-02-24,179.0
973,TSLA,2016-02-23,177.21
974,TSLA,2016-02-22,177.74
975,TSLA,2016-02-19,166.58
976,TSLA,2016-02-18,166.77
977,TSLA,2016-02-17,168.68
978,TSLA,2016-02-16,155.17
979,TSLA,2016-02-12,151.04
980,TSLA,2016-02-11,150.47
981,TSLA,2016-02-10,143.67
982,TSLA,2016-02-09,148.25
983,TSLA,2016-02-08,147.99
984,TSLA,2016-02-05,162.6
985,TSLA,2016-02-04,175.33
986,TSLA,2016-02-03,173.48
987,TSLA,2016-02-02,182.78
988,TSLA,2016-02-01,196.94
989,TSLA,2016-01-29,191.2
990,TSLA,2016-01-28,189.7
991,TSLA,2016-01-27,188.07
992,TSLA,2016-01-26,193.56
993,TSLA,2016-01-25,196.38
994,TSLA,2016-01-22,202.55
995,TSLA,2016-01-21,199.97
996,TSLA,2016-01-20,198.7
997,TSLA,2016-01-19,204.72
998,TSLA,2016-01-15,204.99
999,TSLA,2016-01-14,206.18
1000,TSLA,2016-01-13,200.31
1001,TSLA,2016-01-12,209.97
1002,TSLA,2016-01-11,207.85
1003,TSLA,2016-01-08,211.0
1004,TSLA,2016-01-07,215.65
1005,TSLA,2016-01-06,219.04
1006,TSLA,2016-01-05,223.43
1007,TSLA,2016-01-04,223.41
1008,TSLA,2015-12-31,240.01
1009,TSLA,2015-12-30,238.09
1010,TSLA,2015-12-29,237.19
1011,TSLA,2015-12-28,228.95
1012,TSLA,2015-12-24,230.57
1013,TSLA,2015-12-23,229.7
1014,TSLA,2015-12-22,229.95
1015,TSLA,2015-12-21,232.56
1016,TSLA,2015-12-18,230.46
1017,TSLA,2015-12-17,233.39
1018,TSLA,2015-12-16,234.51
1019,TSLA,2015-12-15,221.09
1020,TSLA,2015-12-14,218.58
1021,TSLA,2015-12-11,217.02
1022,TSLA,2015-12-10,227.07
1023,TSLA,2015-12-09,224.52
1024,TSLA,2015-12-08,226.72
1025,TSLA,2015-12-07,231.13
1026,TSLA,2015-12-04,230.38
1027,TSLA,2015-12-03,232.71
1028,TSLA,2015-12-02,231.99
1029,TSLA,2015-12-01,237.19
1030,TSLA,2015-11-30,230.26
1031,TSLA,2015-11-27,231.61
1032,TSLA,2015-11-25,229.64
1033,TSLA,2015-11-24,218.25
1034,TSLA,2015-11-23,217.75
1035,TSLA,2015-11-20,220.01
1036,TSLA,2015-11-19,221.8
1037,TSLA,2015-11-18,221.07
1038,TSLA,2015-11-17,214.0
1039,TSLA,2015-11-16,214.31
1040,TSLA,2015-11-13,207.19
1041,TSLA,2015-11-12,212.94
1042,TSLA,2015-11-11,219.08
1043,TSLA,2015-11-10,216.5
1044,TSLA,2015-11-09,225.33
1045,TSLA,2015-11-06,232.36
1046,TSLA,2015-11-05,231.77
1047,TSLA,2015-11-04,231.63
1048,TSLA,2015-11-03,208.35
1049,TSLA,2015-11-02,213.79
1050,TSLA,2015-10-30,206.93
1051,TSLA,2015-10-29,211.63
1052,TSLA,2015-10-28,212.96
1053,TSLA,2015-10-27,210.35
1054,TSLA,2015-10-26,215.26
1055,TSLA,2015-10-23,209.09
1056,TSLA,2015-10-22,211.72
1057,TSLA,2015-10-21,210.09
1058,TSLA,2015-10-20,213.03
1059,TSLA,2015-10-19,228.1
1060,TSLA,2015-10-16,227.01
1061,TSLA,2015-10-15,221.31
1062,TSLA,2015-10-14,216.88
1063,TSLA,2015-10-13,219.25
1064,TSLA,2015-10-12,215.58
1065,TSLA,2015-10-09,220.69
1066,TSLA,2015-10-08,226.72
1067,TSLA,2015-10-07,231.96
1068,TSLA,2015-10-06,241.46
1069,TSLA,2015-10-05,246.15
1070,TSLA,2015-10-02,247.57
1071,TSLA,2015-10-01,239.88
1072,TSLA,2015-09-30,248.4
1073,TSLA,2015-09-29,246.65
1074,TSLA,2015-09-28,248.43
1075,TSLA,2015-09-25,256.91
1076,TSLA,2015-09-24,263.12
1077,TSLA,2015-09-23,261.06
1078,TSLA,2015-09-22,260.94
1079,TSLA,2015-09-21,264.2
1080,TSLA,2015-09-18,260.62
1081,TSLA,2015-09-17,262.07
1082,TSLA,2015-09-16,262.25
1083,TSLA,2015-09-15,253.57
1084,TSLA,2015-09-14,253.19
1085,TSLA,2015-09-11,250.24
1086,TSLA,2015-09-10,248.48
1087,TSLA,2015-09-09,248.91
1088,TSLA,2015-09-08,248.17
1089,TSLA,2015-09-04,241.93
1090,TSLA,2015-09-03,245.57
1091,TSLA,2015-09-02,247.69
1092,TSLA,2015-09-01,238.63
1093,TSLA,2015-08-31,249.06
1094,TSLA,2015-08-28,248.48
1095,TSLA,2015-08-27,242.99
1096,TSLA,2015-08-26,224.84
1097,TSLA,2015-08-25,220.03
1098,TSLA,2015-08-24,218.87
1099,TSLA,2015-08-21,230.77
1100,TSLA,2015-08-20,242.18
1101,TSLA,2015-08-19,255.25
1102,TSLA,2015-08-18,260.72
1103,TSLA,2015-08-17,254.99
1104,TSLA,2015-08-14,243.15
1105,TSLA,2015-08-13,242.51
1106,TSLA,2015-08-12,238.17
1107,TSLA,2015-08-11,237.37
1108,TSLA,2015-08-10,241.14
1109,TSLA,2015-08-07,242.51
1110,TSLA,2015-08-06,246.13
1111,TSLA,2015-08-05,270.13
1112,TSLA,2015-08-04,266.28
1113,TSLA,2015-08-03,259.99
1114,TSLA,2015-07-31,266.15
1115,TSLA,2015-07-30,266.79
1116,TSLA,2015-07-29,263.82
1117,TSLA,2015-07-28,264.82
1118,TSLA,2015-07-27,253.01
1119,TSLA,2015-07-24,265.41
1120,TSLA,2015-07-23,267.2
1121,TSLA,2015-07-22,267.87
1122,TSLA,2015-07-21,266.77
1123,TSLA,2015-07-20,282.26
1124,TSLA,2015-07-17,274.66
1125,TSLA,2015-07-16,266.68
1126,TSLA,2015-07-15,263.14
1127,TSLA,2015-07-14,265.65
1128,TSLA,2015-07-13,262.16
1129,TSLA,2015-07-10,259.15
1130,TSLA,2015-07-09,257.92
1131,TSLA,2015-07-08,254.96
1132,TSLA,2015-07-07,267.88
1133,TSLA,2015-07-06,279.72
1134,TSLA,2015-07-02,280.02
1135,TSLA,2015-07-01,269.15
1136,TSLA,2015-06-30,268.26
1137,TSLA,2015-06-29,262.02
1138,TSLA,2015-06-26,267.09
1139,TSLA,2015-06-25,268.79
1140,TSLA,2015-06-24,265.17
1141,TSLA,2015-06-23,267.67
1142,TSLA,2015-06-22,259.79
1143,TSLA,2015-06-19,262.51
1144,TSLA,2015-06-18,261.89
1145,TSLA,2015-06-17,260.41
1146,TSLA,2015-06-16,253.12
1147,TSLA,2015-06-15,250.38
1148,TSLA,2015-06-12,250.69
1149,TSLA,2015-06-11,251.41
1150,TSLA,2015-06-10,250.7
1151,TSLA,2015-06-09,256.0
1152,TSLA,2015-06-08,256.29
1153,TSLA,2015-06-05,249.14
1154,TSLA,2015-06-04,245.92
1155,TSLA,2015-06-03,248.99
1156,TSLA,2015-06-02,248.35
1157,TSLA,2015-06-01,249.45
1158,TSLA,2015-05-29,250.8
1159,TSLA,2015-05-28,251.45
1160,TSLA,2015-05-27,247.43
1161,TSLA,2015-05-26,247.455
1162,TSLA,2015-05-22,247.73
1163,TSLA,2015-05-21,245.62
1164,TSLA,2015-05-20,244.35
1165,TSLA,2015-05-19,247.14
1166,TSLA,2015-05-18,248.75
1167,TSLA,2015-05-15,248.84
1168,TSLA,2015-05-14,244.1
1169,TSLA,2015-05-13,243.18
1170,TSLA,2015-05-12,244.74
1171,TSLA,2015-05-11,239.49
1172,TSLA,2015-05-08,236.61
1173,TSLA,2015-05-07,236.8
1174,TSLA,2015-05-06,230.43
1175,TSLA,2015-05-05,232.95
1176,TSLA,2015-05-04,230.51
1177,TSLA,2015-05-01,226.03
1178,TSLA,2015-04-30,226.05
1179,TSLA,2015-04-29,232.45
1180,TSLA,2015-04-28,230.48
1181,TSLA,2015-04-27,231.55
1182,TSLA,2015-04-24,218.425
1183,TSLA,2015-04-23,218.6
1184,TSLA,2015-04-22,219.44
1185,TSLA,2015-04-21,209.41
1186,TSLA,2015-04-20,205.27
1187,TSLA,2015-04-17,206.79
1188,TSLA,2015-04-16,206.7
1189,TSLA,2015-04-15,207.83
1190,TSLA,2015-04-14,207.46
1191,TSLA,2015-04-13,209.78
1192,TSLA,2015-04-10,210.9
1193,TSLA,2015-04-09,210.09
1194,TSLA,2015-04-08,207.67
1195,TSLA,2015-04-07,203.25
1196,TSLA,2015-04-06,203.1
1197,TSLA,2015-04-02,191.0
1198,TSLA,2015-04-01,187.59
1199,TSLA,2015-03-31,188.77
1200,TSLA,2015-03-30,190.57
1201,TSLA,2015-03-27,185.0
1202,TSLA,2015-03-26,190.405
1203,TSLA,2015-03-25,194.3
1204,TSLA,2015-03-24,201.72
1205,TSLA,2015-03-23,199.63
1206,TSLA,2015-03-20,198.08
1207,TSLA,2015-03-19,195.65
1208,TSLA,2015-03-18,200.71
1209,TSLA,2015-03-17,194.73
1210,TSLA,2015-03-16,195.7
1211,TSLA,2015-03-13,188.68
1212,TSLA,2015-03-12,191.07
1213,TSLA,2015-03-11,193.74
1214,TSLA,2015-03-10,190.32
1215,TSLA,2015-03-09,190.88
1216,TSLA,2015-03-06,193.88
1217,TSLA,2015-03-05,200.63
1218,TSLA,2015-03-04,202.435
1219,TSLA,2015-03-03,199.56
1220,TSLA,2015-03-02,197.325
1221,TSLA,2015-02-27,203.34
1222,TSLA,2015-02-26,207.19
1223,TSLA,2015-02-25,203.76
1224,TSLA,2015-02-24,204.11
1225,TSLA,2015-02-23,207.335
1226,TSLA,2015-02-20,217.11
1227,TSLA,2015-02-19,211.705
1228,TSLA,2015-02-18,204.46
1229,TSLA,2015-02-17,204.35
1230,TSLA,2015-02-13,203.77
1231,TSLA,2015-02-12,202.88
1232,TSLA,2015-02-11,212.8
1233,TSLA,2015-02-10,216.29
1234,TSLA,2015-02-09,217.48
1235,TSLA,2015-02-06,217.36
1236,TSLA,2015-02-05,220.99
1237,TSLA,2015-02-04,218.55
1238,TSLA,2015-02-03,218.36
1239,TSLA,2015-02-02,210.94
1240,TSLA,2015-01-30,203.6
1241,TSLA,2015-01-29,205.2
1242,TSLA,2015-01-28,199.37
1243,TSLA,2015-01-27,205.98
1244,TSLA,2015-01-26,206.55
1245,TSLA,2015-01-23,201.29
1246,TSLA,2015-01-22,201.62
1247,TSLA,2015-01-21,196.57
1248,TSLA,2015-01-20,191.93
1249,TSLA,2015-01-16,193.07
1250,TSLA,2015-01-15,191.87
1251,TSLA,2015-01-14,192.69
1252,TSLA,2015-01-13,204.25
1253,TSLA,2015-01-12,202.21
1254,TSLA,2015-01-09,206.66
1255,TSLA,2015-01-08,210.615
1256,TSLA,2015-01-07,210.95
1257,TSLA,2015-01-06,211.28
1258,TSLA,2015-01-05,210.09
1259,TSLA,2015-01-02,219.31
1260,TSLA,2014-12-31,222.41
1261,TSLA,2014-12-30,222.23
1262,TSLA,2014-12-29,225.71
1263,TSLA,2014-12-26,227.82
1264,TSLA,2014-12-24,222.26
1265,TSLA,2014-12-23,220.97
1266,TSLA,2014-12-22,222.6
1267,TSLA,2014-12-19,219.29
1268,TSLA,2014-12-18,218.26
1269,TSLA,2014-12-17,205.82
1270,TSLA,2014-12-16,197.81
1271,TSLA,2014-12-15,204.04
1272,TSLA,2014-12-12,207.0
1273,TSLA,2014-12-11,208.88
1274,TSLA,2014-12-10,209.84
1275,TSLA,2014-12-09,216.89
1276,TSLA,2014-12-08,214.36
1277,TSLA,2014-12-05,223.71
1278,TSLA,2014-12-04,228.28
1279,TSLA,2014-12-03,229.3
1280,TSLA,2014-12-02,231.43
1281,TSLA,2014-12-01,231.64
1282,TSLA,2014-11-28,244.52
1283,TSLA,2014-11-26,248.44
1284,TSLA,2014-11-25,248.09
1285,TSLA,2014-11-24,246.72
1286,TSLA,2014-11-21,242.78
1287,TSLA,2014-11-20,248.71
1288,TSLA,2014-11-19,247.74
1289,TSLA,2014-11-18,257.7
1290,TSLA,2014-11-17,253.98
1291,TSLA,2014-11-14,258.68
1292,TSLA,2014-11-13,251.7
1293,TSLA,2014-11-12,249.1
1294,TSLA,2014-11-11,251.08
1295,TSLA,2014-11-10,241.93
1296,TSLA,2014-11-07,240.2
1297,TSLA,2014-11-06,241.22
1298,TSLA,2014-11-05,230.97
1299,TSLA,2014-11-04,238.93
1300,TSLA,2014-11-03,242.59
1301,TSLA,2014-10-31,241.7
1302,TSLA,2014-10-30,238.66
1303,TSLA,2014-10-29,238.1
1304,TSLA,2014-10-28,242.77
1305,TSLA,2014-10-27,221.67
1306,TSLA,2014-10-24,235.24
1307,TSLA,2014-10-23,235.29
1308,TSLA,2014-10-22,231.1
1309,TSLA,2014-10-21,235.34
1310,TSLA,2014-10-20,230.47
1311,TSLA,2014-10-17,227.48
1312,TSLA,2014-10-16,226.35
1313,TSLA,2014-10-15,229.7
1314,TSLA,2014-10-14,227.06
1315,TSLA,2014-10-13,224.59
1316,TSLA,2014-10-10,236.91
1317,TSLA,2014-10-09,257.01
1318,TSLA,2014-10-08,259.28
1319,TSLA,2014-10-07,259.57
1320,TSLA,2014-10-06,260.62
1321,TSLA,2014-10-03,255.21
1322,TSLA,2014-10-02,251.42
1323,TSLA,2014-10-01,240.24
1324,TSLA,2014-09-30,242.68
1325,TSLA,2014-09-29,245.26
1326,TSLA,2014-09-26,246.6
1327,TSLA,2014-09-25,246.95
1328,TSLA,2014-09-24,252.14
1329,TSLA,2014-09-23,250.41
1330,TSLA,2014-09-22,250.03
1331,TSLA,2014-09-19,259.32
1332,TSLA,2014-09-18,263.82
1333,TSLA,2014-09-17,261.38
1334,TSLA,2014-09-16,260.74
1335,TSLA,2014-09-15,253.86
1336,TSLA,2014-09-12,279.2
1337,TSLA,2014-09-11,280.31
1338,TSLA,2014-09-10,281.1
1339,TSLA,2014-09-09,278.48
1340,TSLA,2014-09-08,282.11
1341,TSLA,2014-09-05,277.39
1342,TSLA,2014-09-04,286.04
1343,TSLA,2014-09-03,281.19
1344,TSLA,2014-09-02,284.12
1345,TSLA,2014-08-29,269.7
1346,TSLA,2014-08-28,263.86
1347,TSLA,2014-08-27,263.25
1348,TSLA,2014-08-26,261.74
1349,TSLA,2014-08-25,262.55
1350,TSLA,2014-08-22,256.78
1351,TSLA,2014-08-21,254.34
1352,TSLA,2014-08-20,255.71
1353,TSLA,2014-08-19,256.76
1354,TSLA,2014-08-18,259.94
1355,TSLA,2014-08-15,262.01
1356,TSLA,2014-08-14,261.38
1357,TSLA,2014-08-13,260.31
1358,TSLA,2014-08-12,259.96
1359,TSLA,2014-08-11,259.32
1360,TSLA,2014-08-08,248.13
1361,TSLA,2014-08-07,252.39
1362,TSLA,2014-08-06,248.9301
1363,TSLA,2014-08-05,238.49
1364,TSLA,2014-08-04,238.52
1365,TSLA,2014-08-01,233.27
1366,TSLA,2014-07-31,223.3
1367,TSLA,2014-07-30,228.92
1368,TSLA,2014-07-29,225.01
1369,TSLA,2014-07-28,224.82
1370,TSLA,2014-07-25,223.57
1371,TSLA,2014-07-24,223.54
1372,TSLA,2014-07-23,222.49
1373,TSLA,2014-07-22,219.58
1374,TSLA,2014-07-21,220.54
1375,TSLA,2014-07-18,220.0201
1376,TSLA,2014-07-17,215.4
1377,TSLA,2014-07-16,217.16
1378,TSLA,2014-07-15,219.58
1379,TSLA,2014-07-14,226.7
1380,TSLA,2014-07-11,218.13
1381,TSLA,2014-07-10,219.46
1382,TSLA,2014-07-09,223.06
1383,TSLA,2014-07-08,219.07
1384,TSLA,2014-07-07,222.66
1385,TSLA,2014-07-03,229.25
1386,TSLA,2014-07-02,229.425
1387,TSLA,2014-07-01,239.72
1388,TSLA,2014-06-30,240.06
1389,TSLA,2014-06-27,239.06
1390,TSLA,2014-06-26,235.6
1391,TSLA,2014-06-25,236.891
1392,TSLA,2014-06-24,232.5
1393,TSLA,2014-06-23,237.22
1394,TSLA,2014-06-20,229.59
1395,TSLA,2014-06-19,227.79
1396,TSLA,2014-06-18,227.12
1397,TSLA,2014-06-17,231.67
1398,TSLA,2014-06-16,224.61
1399,TSLA,2014-06-13,206.42
1400,TSLA,2014-06-12,203.52
1401,TSLA,2014-06-11,204.47
1402,TSLA,2014-06-10,202.3
1403,TSLA,2014-06-09,205.31
1404,TSLA,2014-06-06,208.171
1405,TSLA,2014-06-05,206.9
1406,TSLA,2014-06-04,203.99
1407,TSLA,2014-06-03,204.94
1408,TSLA,2014-06-02,204.7
1409,TSLA,2014-05-30,207.77
1410,TSLA,2014-05-29,210.24
1411,TSLA,2014-05-28,210.24
1412,TSLA,2014-05-27,211.56
1413,TSLA,2014-05-23,207.3
1414,TSLA,2014-05-22,204.88
1415,TSLA,2014-05-21,199.45
1416,TSLA,2014-05-20,195.3
1417,TSLA,2014-05-19,196.09
1418,TSLA,2014-05-16,191.56
1419,TSLA,2014-05-15,188.59
1420,TSLA,2014-05-14,190.62
1421,TSLA,2014-05-13,190.16
1422,TSLA,2014-05-12,184.67
1423,TSLA,2014-05-09,182.26
1424,TSLA,2014-05-08,178.59
1425,TSLA,2014-05-07,201.35
1426,TSLA,2014-05-06,207.28
1427,TSLA,2014-05-05,216.61
1428,TSLA,2014-05-02,210.91
1429,TSLA,2014-05-01,207.73
1430,TSLA,2014-04-30,207.89
1431,TSLA,2014-04-29,206.92
1432,TSLA,2014-04-28,198.51
1433,TSLA,2014-04-25,199.85
1434,TSLA,2014-04-24,207.86
1435,TSLA,2014-04-23,207.99
1436,TSLA,2014-04-22,218.64
1437,TSLA,2014-04-21,204.38
1438,TSLA,2014-04-17,198.12
1439,TSLA,2014-04-16,199.11
1440,TSLA,2014-04-15,193.91
